model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
logreg,k_center,0.655,0.654,0.654,0.655,0.023,0.024,0.024,0.023,7.186,0.01,0.591,0.378,0.425,0.385,0.707,1e-06,200,0,,,,
mlp,k_center,0.615,0.614,0.614,0.615,0.051,0.051,0.051,0.051,8.864,1.435,0.628,0.443,0.519,0.465,0.729,5.8e-05,200,0,,,,
xgb,craig,0.682,0.681,0.682,0.685,0.09,0.089,0.089,0.09,3.941,0.074,0.737,0.702,0.831,0.819,0.786,1.6e-05,200,0,,,,
rf,craig,0.631,0.626,0.629,0.635,0.099,0.098,0.096,0.097,16.13,0.176,0.546,0.398,0.479,0.421,0.636,1.1e-05,200,0,,,,
svc,craig,0.603,0.594,0.596,0.605,0.072,0.079,0.078,0.07,4.556,0.02,0.686,0.646,0.792,0.773,0.766,1.6e-05,200,0,,,,
logreg,craig,0.615,0.611,0.611,0.615,0.1,0.105,0.105,0.102,5.767,0.106,0.675,0.631,0.78,0.758,0.763,1e-06,200,0,,,,
mlp,craig,0.591,0.585,0.585,0.59,0.094,0.101,0.103,0.098,9.344,0.192,0.634,0.537,0.669,0.616,0.707,1.6e-05,200,0,,,,
xgb,lc,0.995,0.995,0.995,0.995,0.006,0.006,0.006,0.006,4.371,0.034,0.224,0.108,0.099,0.108,0.101,1.7e-05,200,0,,,,
rf,lc,0.992,0.992,0.992,0.992,0.01,0.01,0.01,0.01,18.884,0.432,0.199,0.101,0.099,0.101,0.108,3e-05,200,0,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.486,0.017,0.223,0.106,0.097,0.106,0.092,7e-06,200,0,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.649,0.006,0.238,0.105,0.088,0.105,0.086,0.0,200,0,,,,
mlp,lc,0.997,0.997,0.997,0.997,0.005,0.005,0.005,0.005,10.357,0.21,0.229,0.112,0.105,0.112,0.097,2.1e-05,200,0,,,,
xgb,random,0.838,0.837,0.837,0.838,0.019,0.02,0.02,0.019,5.983,0.018,0.853,0.749,0.844,0.824,0.909,9e-06,200,1,,,,
rf,random,0.82,0.819,0.819,0.82,0.041,0.041,0.041,0.041,15.577,0.253,0.839,0.769,0.864,0.852,0.912,1.8e-05,200,1,,,,
svc,random,0.805,0.804,0.804,0.805,0.036,0.036,0.036,0.036,7.49,0.034,0.809,0.755,0.859,0.848,0.887,2.1e-05,200,1,,,,
logreg,random,0.815,0.814,0.814,0.815,0.038,0.038,0.038,0.038,5.363,0.01,0.778,0.715,0.831,0.813,0.868,1e-06,200,1,,,,
mlp,random,0.78,0.779,0.779,0.78,0.047,0.046,0.046,0.047,8.995,0.194,0.78,0.709,0.825,0.805,0.853,2.8e-05,200,1,,,,
xgb,k-means,0.97,0.97,0.97,0.97,0.013,0.013,0.013,0.013,6.904,0.149,0.518,0.172,0.101,0.185,0.827,2e-06,200,1,,,,
rf,k-means,0.965,0.965,0.965,0.965,0.009,0.009,0.009,0.009,20.235,0.149,0.5,0.135,0.043,0.156,0.825,1e-05,200,1,,,,
svc,k-means,0.812,0.812,0.812,0.812,0.047,0.047,0.047,0.047,9.362,0.125,0.792,0.727,0.838,0.822,0.883,2e-05,200,1,,,,
logreg,k-means,0.768,0.767,0.767,0.768,0.036,0.035,0.035,0.036,3.525,0.015,0.716,0.641,0.774,0.744,0.793,1e-06,200,1,,,,
mlp,k-means,0.818,0.816,0.816,0.818,0.03,0.03,0.03,0.03,9.793,0.396,0.77,0.69,0.808,0.784,0.85,1.9e-05,200,1,,,,
xgb,ag,0.935,0.935,0.935,0.935,0.024,0.025,0.025,0.024,5.629,0.056,0.806,0.667,0.772,0.736,0.893,2.1e-05,200,1,,,,
rf,ag,0.897,0.897,0.897,0.898,0.022,0.022,0.022,0.022,20.081,0.253,0.715,0.506,0.584,0.532,0.903,1.3e-05,200,1,,,,
svc,ag,0.798,0.796,0.796,0.798,0.025,0.027,0.027,0.025,7.797,0.044,0.779,0.688,0.804,0.778,0.865,2.1e-05,200,1,,,,
logreg,ag,0.798,0.796,0.796,0.798,0.024,0.025,0.025,0.024,4.172,0.012,0.755,0.676,0.799,0.774,0.831,1e-06,200,1,,,,
mlp,ag,0.822,0.821,0.821,0.822,0.027,0.027,0.027,0.027,10.039,0.35,0.774,0.699,0.816,0.795,0.856,3e-06,200,1,,,,
xgb,k_center,0.765,0.763,0.763,0.765,0.062,0.063,0.063,0.062,4.621,0.04,0.794,0.678,0.788,0.757,0.853,1.6e-05,200,1,,,,
rf,k_center,0.742,0.741,0.741,0.742,0.047,0.047,0.047,0.047,14.993,0.179,0.753,0.638,0.755,0.717,0.86,1.3e-05,200,1,,,,
svc,k_center,0.66,0.656,0.656,0.66,0.051,0.053,0.053,0.051,7.015,0.044,0.613,0.415,0.479,0.43,0.741,3e-05,200,1,,,,
logreg,k_center,0.673,0.671,0.671,0.673,0.056,0.057,0.057,0.056,7.123,0.011,0.607,0.414,0.48,0.43,0.706,1e-06,200,1,,,,
mlp,k_center,0.628,0.625,0.625,0.628,0.043,0.044,0.044,0.043,8.489,2.357,0.614,0.413,0.475,0.427,0.712,5.4e-05,200,1,,,,
xgb,craig,0.709,0.709,0.709,0.71,0.066,0.067,0.067,0.066,4.529,0.06,0.717,0.749,0.877,0.886,0.842,2e-06,200,1,,,,
rf,craig,0.624,0.623,0.623,0.625,0.098,0.098,0.098,0.097,13.423,0.163,0.716,0.695,0.832,0.824,0.769,1.6e-05,200,1,,,,
svc,craig,0.572,0.528,0.533,0.58,0.05,0.076,0.075,0.051,6.785,0.015,0.478,0.338,0.405,0.352,0.565,2.4e-05,200,1,,,,
logreg,craig,0.575,0.572,0.572,0.575,0.039,0.037,0.037,0.039,6.715,0.007,0.461,0.181,0.136,0.187,0.536,1e-06,200,1,,,,
mlp,craig,0.551,0.544,0.544,0.55,0.047,0.046,0.043,0.042,4.694,0.083,0.579,0.461,0.572,0.509,0.609,2.5e-05,200,1,,,,
xgb,lc,0.997,0.997,0.997,0.997,0.005,0.005,0.005,0.005,4.982,0.015,0.207,0.104,0.1,0.104,0.118,9e-06,200,1,,,,
rf,lc,0.992,0.992,0.992,0.992,0.006,0.006,0.006,0.006,18.264,0.438,0.209,0.105,0.1,0.105,0.107,2.9e-05,200,1,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.133,0.016,0.222,0.104,0.092,0.104,0.089,9e-06,200,1,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.373,0.007,0.244,0.104,0.084,0.105,0.088,1e-06,200,1,,,,
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.412,0.231,0.223,0.11,0.104,0.11,0.097,1.5e-05,200,1,,,,
xgb,random,0.832,0.832,0.832,0.832,0.029,0.029,0.029,0.029,7.857,0.072,0.835,0.755,0.853,0.837,0.902,9e-06,200,2,,,,
rf,random,0.81,0.81,0.81,0.81,0.012,0.012,0.012,0.012,16.185,0.6,0.829,0.74,0.841,0.822,0.899,4.1e-05,200,2,,,,
svc,random,0.802,0.802,0.802,0.802,0.048,0.049,0.049,0.048,3.841,0.035,0.807,0.741,0.847,0.832,0.874,1.7e-05,200,2,,,,
logreg,random,0.8,0.799,0.799,0.8,0.034,0.035,0.035,0.034,5.219,0.009,0.819,0.756,0.858,0.845,0.899,0.0,200,2,,,,
mlp,random,0.802,0.802,0.802,0.802,0.068,0.068,0.068,0.068,9.502,0.193,0.786,0.705,0.819,0.797,0.867,4.2e-05,200,2,,,,
xgb,k-means,0.98,0.98,0.98,0.98,0.017,0.017,0.017,0.017,7.307,0.044,0.501,0.142,0.054,0.161,0.878,1.8e-05,200,2,,,,
rf,k-means,0.983,0.982,0.982,0.983,0.013,0.013,0.013,0.013,20.573,0.699,0.5,0.135,0.043,0.156,0.881,3e-05,200,2,,,,
svc,k-means,0.802,0.801,0.801,0.802,0.061,0.061,0.061,0.061,5.225,0.038,0.804,0.764,0.868,0.86,0.899,2.1e-05,200,2,,,,
logreg,k-means,0.8,0.798,0.798,0.8,0.068,0.069,0.069,0.068,2.955,0.012,0.792,0.723,0.835,0.818,0.882,1e-06,200,2,,,,
mlp,k-means,0.81,0.808,0.808,0.81,0.048,0.048,0.048,0.048,10.976,0.35,0.796,0.716,0.826,0.806,0.864,2.9e-05,200,2,,,,
xgb,ag,0.94,0.94,0.94,0.94,0.022,0.022,0.022,0.022,5.309,0.069,0.807,0.669,0.773,0.738,0.896,2e-06,200,2,,,,
rf,ag,0.915,0.915,0.915,0.915,0.029,0.029,0.029,0.029,20.719,0.58,0.729,0.524,0.605,0.553,0.906,2.8e-05,200,2,,,,
svc,ag,0.817,0.817,0.817,0.817,0.047,0.046,0.046,0.047,7.087,0.041,0.776,0.69,0.806,0.781,0.864,2e-05,200,2,,,,
logreg,ag,0.795,0.795,0.795,0.795,0.035,0.035,0.035,0.035,6.684,0.015,0.694,0.617,0.753,0.718,0.777,1e-06,200,2,,,,
mlp,ag,0.827,0.827,0.827,0.828,0.035,0.035,0.035,0.035,8.079,0.311,0.77,0.706,0.824,0.806,0.86,1e-05,200,2,,,,
xgb,k_center,0.738,0.737,0.737,0.738,0.053,0.054,0.054,0.053,5.039,0.079,0.741,0.616,0.731,0.689,0.836,2e-06,200,2,,,,
rf,k_center,0.728,0.727,0.727,0.728,0.048,0.048,0.048,0.048,14.54,0.125,0.817,0.725,0.83,0.809,0.884,1e-05,200,2,,,,
svc,k_center,0.658,0.657,0.657,0.658,0.034,0.034,0.034,0.034,5.29,0.044,0.555,0.305,0.316,0.306,0.728,3.9e-05,200,2,,,,
logreg,k_center,0.665,0.664,0.664,0.665,0.056,0.057,0.057,0.056,7.075,0.008,0.558,0.311,0.324,0.311,0.733,0.0,200,2,,,,
mlp,k_center,0.622,0.622,0.622,0.622,0.033,0.033,0.033,0.033,7.378,0.225,0.633,0.44,0.511,0.459,0.743,1.4e-05,200,2,,,,
xgb,craig,0.71,0.706,0.707,0.71,0.079,0.084,0.085,0.083,4.593,0.068,0.702,0.659,0.8,0.782,0.763,2e-06,200,2,,,,
rf,craig,0.691,0.681,0.681,0.69,0.049,0.06,0.064,0.058,13.985,0.199,0.603,0.482,0.596,0.534,0.669,1.5e-05,200,2,,,,
svc,craig,0.656,0.655,0.657,0.66,0.047,0.048,0.047,0.046,6.069,0.015,0.626,0.541,0.679,0.628,0.659,1.5e-05,200,2,,,,
logreg,craig,0.643,0.64,0.642,0.645,0.086,0.088,0.087,0.083,3.173,0.025,0.682,0.6,0.736,0.697,0.737,0.0,200,2,,,,
mlp,craig,0.622,0.618,0.62,0.625,0.088,0.091,0.09,0.087,7.613,0.129,0.593,0.465,0.572,0.51,0.636,3e-06,200,2,,,,
xgb,lc,0.995,0.995,0.995,0.995,0.006,0.006,0.006,0.006,4.514,0.046,0.203,0.104,0.102,0.104,0.101,1.7e-05,200,2,,,,
rf,lc,0.997,0.997,0.997,0.997,0.005,0.005,0.005,0.005,19.877,0.571,0.213,0.106,0.102,0.106,0.104,3.5e-05,200,2,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.822,0.023,0.22,0.104,0.095,0.105,0.092,8e-06,200,2,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.073,0.009,0.244,0.104,0.084,0.105,0.087,1e-06,200,2,,,,
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.711,0.249,0.222,0.112,0.108,0.112,0.098,3.4e-05,200,2,,,,
xgb,random,0.847,0.847,0.847,0.847,0.052,0.052,0.052,0.052,7.176,0.037,0.829,0.738,0.839,0.82,0.895,4e-06,200,3,,,,
rf,random,0.847,0.847,0.847,0.847,0.052,0.052,0.052,0.052,16.775,0.557,0.841,0.74,0.838,0.818,0.902,3.8e-05,200,3,,,,
svc,random,0.81,0.81,0.81,0.81,0.041,0.042,0.042,0.041,4.403,0.041,0.835,0.755,0.853,0.837,0.895,2.5e-05,200,3,,,,
logreg,random,0.79,0.789,0.789,0.79,0.037,0.038,0.038,0.037,10.469,0.007,0.822,0.747,0.849,0.833,0.893,1e-06,200,3,,,,
mlp,random,0.755,0.754,0.754,0.755,0.04,0.04,0.04,0.04,7.786,0.137,0.791,0.7,0.812,0.788,0.876,4.1e-05,200,3,,,,
xgb,k-means,0.983,0.982,0.982,0.983,0.006,0.006,0.006,0.006,6.305,0.083,0.634,0.391,0.43,0.397,0.879,1.7e-05,200,3,,,,
rf,k-means,0.97,0.97,0.97,0.97,0.017,0.017,0.017,0.017,16.49,0.289,0.502,0.138,0.048,0.158,0.878,1.3e-05,200,3,,,,
svc,k-means,0.79,0.789,0.789,0.79,0.038,0.038,0.038,0.038,7.804,0.036,0.807,0.744,0.85,0.836,0.888,2e-05,200,3,,,,
logreg,k-means,0.74,0.74,0.74,0.74,0.06,0.06,0.06,0.06,3.203,0.092,0.657,0.575,0.714,0.67,0.724,1e-06,200,3,,,,
mlp,k-means,0.832,0.832,0.832,0.832,0.019,0.019,0.019,0.019,10.025,0.389,0.787,0.724,0.837,0.821,0.873,2.3e-05,200,3,,,,
xgb,ag,0.94,0.94,0.94,0.94,0.022,0.022,0.022,0.022,4.618,0.079,0.793,0.644,0.748,0.708,0.891,1.9e-05,200,3,,,,
rf,ag,0.908,0.907,0.907,0.908,0.006,0.006,0.006,0.006,17.987,0.29,0.703,0.49,0.564,0.513,0.9,1.5e-05,200,3,,,,
svc,ag,0.812,0.812,0.812,0.812,0.043,0.043,0.043,0.043,6.454,0.039,0.782,0.688,0.802,0.776,0.869,2.1e-05,200,3,,,,
logreg,ag,0.802,0.802,0.802,0.802,0.035,0.035,0.035,0.035,3.095,0.011,0.75,0.671,0.795,0.769,0.826,0.0,200,3,,,,
mlp,ag,0.805,0.804,0.804,0.805,0.042,0.043,0.043,0.042,11.018,0.36,0.763,0.674,0.793,0.766,0.845,1.3e-05,200,3,,,,
xgb,k_center,0.71,0.708,0.708,0.71,0.035,0.035,0.035,0.035,5.373,0.024,0.778,0.674,0.788,0.758,0.875,2.2e-05,200,3,,,,
rf,k_center,0.712,0.711,0.711,0.712,0.036,0.036,0.036,0.036,18.839,0.534,0.825,0.731,0.833,0.813,0.894,3.6e-05,200,3,,,,
svc,k_center,0.645,0.644,0.644,0.645,0.05,0.049,0.049,0.05,5.788,0.044,0.58,0.342,0.369,0.345,0.693,2.9e-05,200,3,,,,
logreg,k_center,0.642,0.641,0.641,0.642,0.038,0.038,0.038,0.038,3.061,0.01,0.608,0.405,0.463,0.417,0.679,1e-06,200,3,,,,
mlp,k_center,0.62,0.619,0.619,0.62,0.017,0.017,0.017,0.017,8.663,2.638,0.609,0.412,0.476,0.427,0.733,3e-05,200,3,,,,
xgb,craig,0.735,0.733,0.733,0.735,0.034,0.033,0.033,0.034,4.575,0.046,0.769,0.759,0.872,0.869,0.835,1.7e-05,200,3,,,,
rf,craig,0.705,0.703,0.703,0.705,0.062,0.061,0.061,0.062,14.766,0.318,0.662,0.557,0.685,0.634,0.783,2.2e-05,200,3,,,,
svc,craig,0.65,0.649,0.649,0.65,0.042,0.042,0.042,0.042,3.176,0.016,0.472,0.158,0.092,0.169,0.458,1.9e-05,200,3,,,,
logreg,craig,0.625,0.622,0.622,0.625,0.061,0.061,0.061,0.061,2.89,0.006,0.477,0.15,0.076,0.163,0.449,1e-06,200,3,,,,
mlp,craig,0.62,0.618,0.618,0.62,0.048,0.048,0.048,0.048,6.561,0.113,0.541,0.3,0.313,0.301,0.615,7e-06,200,3,,,,
xgb,lc,0.997,0.997,0.997,0.997,0.005,0.005,0.005,0.005,5.117,0.049,0.212,0.109,0.107,0.109,0.103,1.2e-05,200,3,,,,
rf,lc,0.997,0.997,0.997,0.997,0.005,0.005,0.005,0.005,16.848,0.549,0.202,0.103,0.1,0.103,0.109,4.6e-05,200,3,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.643,0.023,0.249,0.106,0.085,0.107,0.087,1.5e-05,200,3,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.349,0.008,0.238,0.105,0.088,0.105,0.086,1e-06,200,3,,,,
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,10.095,0.279,0.233,0.115,0.109,0.115,0.097,2.3e-05,200,3,,,,
xgb,random,0.855,0.855,0.855,0.855,0.027,0.027,0.027,0.027,4.799,0.034,0.819,0.735,0.838,0.82,0.879,2e-06,200,4,,,,
rf,random,0.833,0.832,0.832,0.832,0.024,0.025,0.025,0.024,13.275,0.129,0.834,0.76,0.857,0.843,0.895,9e-06,200,4,,,,
svc,random,0.82,0.82,0.82,0.82,0.037,0.037,0.037,0.037,8.549,0.033,0.816,0.759,0.86,0.848,0.893,1.9e-05,200,4,,,,
logreg,random,0.8,0.8,0.8,0.8,0.029,0.029,0.029,0.029,6.995,0.007,0.81,0.747,0.852,0.838,0.876,1e-06,200,4,,,,
mlp,random,0.778,0.777,0.777,0.778,0.057,0.057,0.057,0.057,7.968,0.212,0.793,0.708,0.82,0.798,0.868,8e-06,200,4,,,,
xgb,k-means,0.978,0.977,0.977,0.978,0.012,0.012,0.012,0.012,7.799,0.093,0.501,0.142,0.054,0.161,0.832,5e-06,200,4,,,,
rf,k-means,0.965,0.965,0.965,0.965,0.009,0.009,0.009,0.009,19.212,0.538,0.5,0.135,0.043,0.156,0.864,2.6e-05,200,4,,,,
svc,k-means,0.8,0.799,0.799,0.8,0.063,0.064,0.064,0.063,4.59,0.045,0.813,0.749,0.853,0.839,0.888,2e-05,200,4,,,,
logreg,k-means,0.793,0.791,0.791,0.793,0.053,0.054,0.054,0.053,5.422,0.01,0.78,0.714,0.829,0.812,0.863,1e-06,200,4,,,,
mlp,k-means,0.81,0.808,0.808,0.81,0.065,0.066,0.066,0.065,10.88,0.403,0.769,0.707,0.826,0.809,0.862,1.9e-05,200,4,,,,
xgb,ag,0.932,0.932,0.932,0.932,0.03,0.03,0.03,0.03,4.405,0.051,0.8,0.649,0.752,0.712,0.895,5e-06,200,4,,,,
rf,ag,0.905,0.905,0.905,0.905,0.03,0.031,0.031,0.03,14.687,0.255,0.736,0.536,0.621,0.569,0.904,2e-05,200,4,,,,
svc,ag,0.782,0.782,0.782,0.782,0.04,0.04,0.04,0.04,6.863,0.038,0.808,0.747,0.852,0.839,0.892,2.4e-05,200,4,,,,
logreg,ag,0.79,0.789,0.789,0.79,0.05,0.05,0.05,0.05,7.223,0.009,0.802,0.738,0.846,0.831,0.879,1e-06,200,4,,,,
mlp,ag,0.812,0.812,0.812,0.812,0.057,0.057,0.057,0.057,10.424,0.325,0.763,0.695,0.815,0.795,0.849,5e-06,200,4,,,,
xgb,k_center,0.722,0.722,0.722,0.722,0.022,0.021,0.021,0.022,4.615,0.026,0.766,0.674,0.792,0.764,0.849,9e-06,200,4,,,,
rf,k_center,0.715,0.714,0.714,0.715,0.031,0.032,0.032,0.031,18.52,0.187,0.792,0.68,0.79,0.76,0.879,1.2e-05,200,4,,,,
svc,k_center,0.68,0.679,0.679,0.68,0.017,0.018,0.018,0.017,5.535,0.047,0.639,0.454,0.531,0.477,0.731,3.6e-05,200,4,,,,
logreg,k_center,0.672,0.672,0.672,0.672,0.018,0.018,0.018,0.018,7.244,0.017,0.639,0.475,0.566,0.509,0.692,1e-06,200,4,,,,
mlp,k_center,0.675,0.674,0.674,0.675,0.034,0.035,0.035,0.034,8.028,0.134,0.644,0.456,0.533,0.479,0.712,2e-06,200,4,,,,
xgb,craig,0.665,0.664,0.672,0.68,0.056,0.058,0.055,0.051,4.303,0.02,0.711,0.661,0.799,0.779,0.754,1.3e-05,200,4,,,,
rf,craig,0.621,0.618,0.627,0.635,0.05,0.052,0.047,0.041,15.572,0.219,0.677,0.563,0.685,0.635,0.765,1.6e-05,200,4,,,,
svc,craig,0.599,0.592,0.605,0.62,0.059,0.063,0.057,0.051,7.296,0.017,0.484,0.144,0.064,0.16,0.519,1.7e-05,200,4,,,,
logreg,craig,0.662,0.662,0.67,0.675,0.055,0.056,0.054,0.055,7.634,0.068,0.693,0.7,0.846,0.849,0.812,1e-06,200,4,,,,
mlp,craig,0.583,0.574,0.586,0.6,0.078,0.08,0.074,0.071,6.124,1.801,0.602,0.482,0.595,0.534,0.666,2.9e-05,200,4,,,,
xgb,lc,0.997,0.997,0.997,0.997,0.005,0.005,0.005,0.005,4.611,0.042,0.211,0.107,0.104,0.107,0.103,1.8e-05,200,4,,,,
rf,lc,0.992,0.992,0.992,0.992,0.006,0.006,0.006,0.006,15.911,0.328,0.204,0.102,0.098,0.102,0.105,2.2e-05,200,4,,,,
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.022,0.016,0.228,0.103,0.089,0.104,0.087,9e-06,200,4,,,,
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.321,0.007,0.238,0.105,0.088,0.105,0.086,1e-06,200,4,,,,
mlp,lc,0.995,0.995,0.995,0.995,0.006,0.006,0.006,0.006,7.284,0.178,0.228,0.111,0.104,0.111,0.092,1.6e-05,200,4,,,,
xgb,random,0.848,0.848,0.848,0.848,0.023,0.023,0.023,0.023,6.584,0.039,0.844,0.756,0.851,0.835,0.917,8e-06,500,0,,,,
rf,random,0.846,0.846,0.846,0.846,0.019,0.019,0.019,0.019,22.631,0.636,0.856,0.774,0.865,0.851,0.91,3.7e-05,500,0,,,,
svc,random,0.819,0.818,0.818,0.819,0.014,0.014,0.014,0.014,11.418,0.192,0.843,0.783,0.875,0.865,0.91,4.4e-05,500,0,,,,
logreg,random,0.818,0.817,0.817,0.818,0.01,0.011,0.011,0.01,7.035,0.011,0.839,0.779,0.873,0.862,0.906,1e-06,500,0,,,,
mlp,random,0.794,0.794,0.794,0.794,0.009,0.009,0.009,0.009,13.738,5.481,0.825,0.749,0.85,0.835,0.91,3.5e-05,500,0,,,,
xgb,k-means,0.96,0.96,0.96,0.96,0.011,0.011,0.011,0.011,5.68,0.071,0.624,0.366,0.392,0.368,0.871,1.7e-05,500,0,,,,
rf,k-means,0.953,0.953,0.953,0.953,0.01,0.01,0.01,0.01,19.437,0.485,0.502,0.139,0.05,0.159,0.868,1.9e-05,500,0,,,,
svc,k-means,0.801,0.8,0.8,0.801,0.031,0.031,0.031,0.031,11.546,0.217,0.786,0.754,0.863,0.856,0.898,4.9e-05,500,0,,,,
logreg,k-means,0.792,0.791,0.791,0.792,0.044,0.044,0.044,0.044,6.566,0.014,0.795,0.74,0.85,0.837,0.887,1e-06,500,0,,,,
mlp,k-means,0.793,0.792,0.792,0.793,0.034,0.034,0.034,0.034,16.768,0.793,0.781,0.684,0.798,0.77,0.863,3.4e-05,500,0,,,,
xgb,ag,0.935,0.935,0.935,0.935,0.011,0.011,0.011,0.011,6.626,0.116,0.733,0.527,0.608,0.556,0.908,1.1e-05,500,0,,,,
rf,ag,0.919,0.919,0.919,0.919,0.006,0.006,0.006,0.006,23.576,0.564,0.733,0.527,0.608,0.556,0.916,2.5e-05,500,0,,,,
svc,ag,0.799,0.798,0.798,0.799,0.021,0.021,0.021,0.021,9.632,0.229,0.81,0.76,0.863,0.852,0.896,5.6e-05,500,0,,,,
logreg,ag,0.783,0.781,0.781,0.783,0.02,0.02,0.02,0.02,7.23,0.009,0.799,0.763,0.867,0.86,0.896,1e-06,500,0,,,,
mlp,ag,0.817,0.817,0.817,0.817,0.013,0.013,0.013,0.013,15.846,0.823,0.775,0.675,0.79,0.761,0.862,2e-05,500,0,,,,
xgb,k_center,0.729,0.728,0.728,0.729,0.024,0.024,0.024,0.024,4.695,0.021,0.779,0.673,0.787,0.756,0.884,1e-05,500,0,,,,
rf,k_center,0.748,0.748,0.748,0.748,0.017,0.017,0.017,0.017,21.034,0.532,0.81,0.721,0.827,0.806,0.891,2.9e-05,500,0,,,,
svc,k_center,0.691,0.691,0.691,0.691,0.027,0.027,0.027,0.027,12.697,0.31,0.619,0.425,0.493,0.442,0.748,6.1e-05,500,0,,,,
logreg,k_center,0.685,0.685,0.685,0.685,0.038,0.037,0.037,0.038,6.683,0.008,0.606,0.416,0.483,0.432,0.758,1e-06,500,0,,,,
mlp,k_center,0.686,0.686,0.686,0.686,0.034,0.034,0.034,0.034,12.104,0.399,0.661,0.491,0.582,0.525,0.777,2e-06,500,0,,,,
xgb,craig,0.704,0.704,0.707,0.708,0.018,0.019,0.019,0.02,4.873,0.035,0.677,0.595,0.732,0.692,0.747,1.7e-05,500,0,,,,
rf,craig,0.695,0.695,0.697,0.698,0.008,0.009,0.01,0.01,17.441,0.432,0.614,0.513,0.641,0.583,0.713,3.2e-05,500,0,,,,
svc,craig,0.646,0.646,0.65,0.654,0.031,0.032,0.032,0.031,8.517,0.078,0.55,0.367,0.423,0.377,0.703,3.6e-05,500,0,,,,
logreg,craig,0.656,0.656,0.66,0.662,0.011,0.012,0.012,0.012,7.133,0.016,0.711,0.657,0.794,0.772,0.789,0.0,500,0,,,,
mlp,craig,0.642,0.641,0.644,0.646,0.031,0.031,0.03,0.029,6.438,2.384,0.601,0.493,0.614,0.554,0.677,4.8e-05,500,0,,,,
xgb,lc,0.968,0.968,0.968,0.968,0.009,0.009,0.009,0.009,5.083,0.057,0.206,0.124,0.138,0.124,0.102,1e-05,500,0,,,,
rf,lc,0.947,0.947,0.947,0.947,0.008,0.008,0.008,0.008,21.849,0.594,0.199,0.119,0.132,0.119,0.121,3.3e-05,500,0,,,,
svc,lc,0.993,0.993,0.993,0.993,0.005,0.005,0.005,0.005,9.865,0.089,0.204,0.117,0.127,0.118,0.095,1.6e-05,500,0,,,,
logreg,lc,0.997,0.997,0.997,0.997,0.004,0.004,0.004,0.004,6.691,0.014,0.213,0.121,0.129,0.121,0.095,1e-06,500,0,,,,
mlp,lc,0.985,0.985,0.985,0.985,0.008,0.008,0.008,0.008,13.776,0.477,0.206,0.117,0.125,0.117,0.093,2.1e-05,500,0,,,,
xgb,random,0.853,0.853,0.853,0.853,0.019,0.019,0.019,0.019,6.332,0.03,0.857,0.762,0.855,0.838,0.925,2e-06,500,1,,,,
rf,random,0.849,0.849,0.849,0.849,0.023,0.023,0.023,0.023,21.081,0.652,0.863,0.78,0.868,0.855,0.914,4.3e-05,500,1,,,,
svc,random,0.824,0.823,0.823,0.824,0.021,0.021,0.021,0.021,9.293,0.189,0.838,0.78,0.873,0.863,0.908,4.8e-05,500,1,,,,
logreg,random,0.813,0.812,0.812,0.813,0.015,0.015,0.015,0.015,6.623,0.011,0.825,0.765,0.864,0.852,0.903,1e-06,500,1,,,,
mlp,random,0.792,0.792,0.792,0.792,0.029,0.029,0.029,0.029,11.576,0.282,0.798,0.726,0.836,0.818,0.888,2e-06,500,1,,,,
xgb,k-means,0.975,0.975,0.975,0.975,0.01,0.01,0.01,0.01,8.372,0.104,0.536,0.214,0.166,0.22,0.845,2e-06,500,1,,,,
rf,k-means,0.961,0.961,0.961,0.961,0.015,0.015,0.015,0.015,23.364,0.669,0.501,0.136,0.045,0.157,0.836,2.7e-05,500,1,,,,
svc,k-means,0.818,0.818,0.818,0.818,0.02,0.02,0.02,0.02,10.329,0.263,0.83,0.778,0.873,0.864,0.901,4.4e-05,500,1,,,,
logreg,k-means,0.787,0.786,0.786,0.787,0.012,0.011,0.011,0.012,3.647,0.044,0.799,0.74,0.848,0.835,0.885,0.0,500,1,,,,
