model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
rf,k-means,0.917,0.915,0.915,0.917,0.053,0.054,0.054,0.053,14.545,0.103,0.731,0.714,0.844,0.839,0.85,6e-06,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0013320446014404297
svc,k-means,0.8,0.799,0.799,0.8,0.1,0.1,0.1,0.1,4.341,0.004,0.79,0.712,0.824,0.804,0.85,7e-06,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0013320446014404297
logreg,k-means,0.8,0.798,0.798,0.8,0.113,0.115,0.115,0.113,7.122,0.006,0.782,0.687,0.802,0.775,0.851,0.0,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0013320446014404297
mlp,k-means,0.7,0.694,0.694,0.7,0.113,0.112,0.112,0.113,6.254,0.1,0.772,0.699,0.817,0.796,0.85,4.8e-05,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0013320446014404297
xgb,ag,0.95,0.949,0.949,0.95,0.067,0.068,0.068,0.067,4.787,0.039,0.835,0.8,0.89,0.884,0.888,2.1e-05,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0014913082122802734
rf,ag,0.867,0.865,0.865,0.867,0.085,0.086,0.086,0.085,15.562,0.209,0.761,0.693,0.815,0.794,0.834,1.9e-05,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0014913082122802734
svc,ag,0.9,0.898,0.898,0.9,0.082,0.083,0.083,0.082,7.036,0.004,0.725,0.619,0.741,0.702,0.798,6e-06,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0014913082122802734
logreg,ag,0.9,0.899,0.899,0.9,0.097,0.098,0.098,0.097,7.024,0.009,0.717,0.593,0.71,0.663,0.827,1e-06,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0014913082122802734
mlp,ag,0.767,0.753,0.753,0.767,0.143,0.166,0.166,0.143,6.395,0.141,0.72,0.632,0.76,0.726,0.794,3.1e-05,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0014913082122802734
xgb,k_center,0.717,0.716,0.716,0.717,0.135,0.135,0.135,0.135,7.607,0.028,0.807,0.695,0.803,0.775,0.882,9e-06,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0013933181762695312
rf,k_center,0.633,0.621,0.621,0.633,0.1,0.103,0.103,0.1,11.996,0.147,0.794,0.683,0.794,0.764,0.866,1.2e-05,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0013933181762695312
svc,k_center,0.533,0.491,0.491,0.533,0.067,0.059,0.059,0.067,6.293,0.003,0.578,0.298,0.294,0.298,0.267,8e-06,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0013933181762695312
logreg,k_center,0.567,0.556,0.556,0.567,0.082,0.074,0.074,0.082,6.894,0.004,0.565,0.341,0.372,0.344,0.674,0.0,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0013933181762695312
mlp,k_center,0.433,0.408,0.408,0.433,0.122,0.107,0.107,0.122,7.759,1.901,0.642,0.517,0.633,0.575,0.681,3.1e-05,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0013933181762695312
xgb,craig,0.642,0.618,0.626,0.633,0.138,0.128,0.126,0.125,4.185,0.019,0.598,0.572,0.747,0.722,0.715,1.8e-05,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0013637542724609375
rf,craig,0.525,0.519,0.527,0.533,0.162,0.178,0.189,0.194,16.094,0.343,0.649,0.564,0.702,0.655,0.681,2.2e-05,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0013637542724609375
svc,craig,0.5,0.36,0.413,0.567,0.0,0.033,0.098,0.082,6.95,0.001,0.5,0.458,0.774,0.845,0.544,3e-06,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0013637542724609375
logreg,craig,0.633,0.625,0.63,0.633,0.194,0.2,0.197,0.194,6.989,0.008,0.597,0.515,0.653,0.598,0.634,1e-06,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0013637542724609375
mlp,craig,0.5,0.497,0.521,0.533,0.158,0.167,0.158,0.163,6.911,0.046,0.627,0.544,0.683,0.633,0.662,6.8e-05,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0013637542724609375
xgb,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,15.467,0.02,0.24,0.101,0.08,0.102,0.125,2.1e-05,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0013153553009033203
rf,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,15.146,0.434,0.229,0.13,0.14,0.131,0.134,2.9e-05,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0013153553009033203
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.174,0.004,0.32,0.229,0.283,0.237,0.248,5e-06,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0013153553009033203
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.832,0.007,0.338,0.291,0.394,0.323,0.319,0.0,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0013153553009033203
mlp,lc,0.967,0.966,0.966,0.967,0.041,0.041,0.041,0.041,7.657,0.038,0.368,0.33,0.456,0.38,0.36,3.1e-05,30,3,1436.0503072738647,0,7.258907915225188e-07,0.0013153553009033203
xgb,random,0.867,0.863,0.863,0.867,0.067,0.072,0.072,0.067,3.903,0.014,0.834,0.772,0.868,0.856,0.894,1.6e-05,30,4,,,,
rf,random,0.85,0.846,0.846,0.85,0.062,0.068,0.068,0.062,16.867,0.38,0.811,0.737,0.842,0.826,0.873,3.6e-05,30,4,,,,
svc,random,0.8,0.791,0.791,0.8,0.113,0.123,0.123,0.113,7.035,0.004,0.818,0.773,0.872,0.863,0.88,9e-06,30,4,,,,
logreg,random,0.817,0.813,0.813,0.817,0.062,0.066,0.066,0.062,7.038,0.006,0.798,0.748,0.855,0.843,0.865,0.0,30,4,,,,
mlp,random,0.75,0.741,0.741,0.75,0.118,0.125,0.125,0.118,6.821,0.763,0.77,0.69,0.808,0.784,0.839,2.6e-05,30,4,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.535,0.039,0.828,0.8,0.89,0.886,0.88,7e-06,30,4,685.8412084579468,0,7.473327796223078e-07,0.001341104507446289
rf,k-means,0.933,0.933,0.933,0.933,0.097,0.098,0.098,0.097,14.046,0.16,0.785,0.741,0.852,0.842,0.86,1.4e-05,30,4,685.8412084579468,0,7.473327796223078e-07,0.001341104507446289
svc,k-means,0.9,0.899,0.899,0.9,0.062,0.063,0.063,0.062,6.907,0.009,0.802,0.721,0.83,0.81,0.876,2e-06,30,4,685.8412084579468,0,7.473327796223078e-07,0.001341104507446289
logreg,k-means,0.933,0.933,0.933,0.933,0.082,0.082,0.082,0.082,7.432,0.013,0.814,0.717,0.823,0.8,0.877,0.0,30,4,685.8412084579468,0,7.473327796223078e-07,0.001341104507446289
mlp,k-means,0.85,0.848,0.848,0.85,0.062,0.063,0.063,0.062,8.545,0.13,0.772,0.673,0.789,0.76,0.853,9e-06,30,4,685.8412084579468,0,7.473327796223078e-07,0.001341104507446289
xgb,ag,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.294,0.067,0.821,0.796,0.889,0.885,0.889,2e-06,30,4,685.8412084579468,0,7.473327796223078e-07,0.0014941692352294922
rf,ag,0.917,0.913,0.913,0.917,0.091,0.097,0.097,0.091,15.195,0.413,0.805,0.72,0.828,0.808,0.866,2.7e-05,30,4,685.8412084579468,0,7.473327796223078e-07,0.0014941692352294922
svc,ag,0.867,0.861,0.861,0.867,0.085,0.09,0.09,0.085,7.105,0.003,0.756,0.642,0.759,0.722,0.849,4e-06,30,4,685.8412084579468,0,7.473327796223078e-07,0.0014941692352294922
logreg,ag,0.917,0.915,0.915,0.917,0.053,0.054,0.054,0.053,7.05,0.009,0.777,0.653,0.765,0.728,0.858,0.0,30,4,685.8412084579468,0,7.473327796223078e-07,0.0014941692352294922
mlp,ag,0.75,0.736,0.736,0.75,0.075,0.083,0.083,0.075,6.871,0.089,0.74,0.61,0.724,0.68,0.831,5.9e-05,30,4,685.8412084579468,0,7.473327796223078e-07,0.0014941692352294922
xgb,k_center,0.767,0.76,0.76,0.767,0.122,0.13,0.13,0.122,6.668,0.102,0.654,0.584,0.729,0.689,0.705,2.3e-05,30,4,685.8412084579468,0,7.473327796223078e-07,0.0018892288208007812
rf,k_center,0.683,0.678,0.678,0.683,0.122,0.126,0.126,0.122,15.636,0.38,0.786,0.694,0.808,0.783,0.836,2.5e-05,30,4,685.8412084579468,0,7.473327796223078e-07,0.0018892288208007812
svc,k_center,0.6,0.585,0.585,0.6,0.122,0.125,0.125,0.122,6.915,0.004,0.551,0.288,0.288,0.288,0.638,6e-06,30,4,685.8412084579468,0,7.473327796223078e-07,0.0018892288208007812
logreg,k_center,0.65,0.635,0.635,0.65,0.193,0.199,0.199,0.193,6.954,0.01,0.539,0.309,0.329,0.311,0.595,1e-06,30,4,685.8412084579468,0,7.473327796223078e-07,0.0018892288208007812
mlp,k_center,0.567,0.554,0.554,0.567,0.122,0.132,0.132,0.122,8.419,0.039,0.548,0.308,0.323,0.309,0.594,4e-05,30,4,685.8412084579468,0,7.473327796223078e-07,0.0018892288208007812
xgb,craig,0.633,0.636,0.651,0.667,0.155,0.163,0.176,0.183,4.417,0.041,0.491,0.226,0.202,0.227,0.529,1.6e-05,30,4,685.8412084579468,0,7.473327796223078e-07,0.0015535354614257812
rf,craig,0.483,0.397,0.423,0.5,0.153,0.143,0.153,0.149,12.604,0.228,0.468,0.223,0.207,0.224,0.509,1.4e-05,30,4,685.8412084579468,0,7.473327796223078e-07,0.0015535354614257812
svc,craig,0.592,0.578,0.607,0.633,0.135,0.154,0.133,0.125,6.885,0.002,0.63,0.552,0.694,0.646,0.674,5e-06,30,4,685.8412084579468,0,7.473327796223078e-07,0.0015535354614257812
logreg,craig,0.558,0.542,0.571,0.6,0.133,0.15,0.136,0.133,6.408,0.007,0.629,0.523,0.649,0.593,0.682,1e-06,30,4,685.8412084579468,0,7.473327796223078e-07,0.0015535354614257812
mlp,craig,0.533,0.503,0.527,0.567,0.172,0.198,0.189,0.17,7.519,0.029,0.531,0.392,0.476,0.416,0.564,9.2e-05,30,4,685.8412084579468,0,7.473327796223078e-07,0.0015535354614257812
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.096,0.028,0.179,0.111,0.126,0.111,0.094,2.1e-05,30,4,685.8412084579468,0,7.473327796223078e-07,0.0013284683227539062
rf,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,14.609,0.216,0.209,0.185,0.257,0.198,0.127,1.6e-05,30,4,685.8412084579468,0,7.473327796223078e-07,0.0013284683227539062
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.69,0.002,0.408,0.41,0.687,0.682,0.213,5e-06,30,4,685.8412084579468,0,7.473327796223078e-07,0.0013284683227539062
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.972,0.005,0.441,0.443,0.704,0.699,0.331,0.0,30,4,685.8412084579468,0,7.473327796223078e-07,0.0013284683227539062
mlp,lc,0.983,0.983,0.983,0.983,0.033,0.034,0.034,0.033,7.709,0.116,0.466,0.45,0.741,0.774,0.352,3.4e-05,30,4,685.8412084579468,0,7.473327796223078e-07,0.0013284683227539062
xgb,random,0.9,0.899,0.899,0.9,0.102,0.103,0.103,0.102,7.421,0.021,0.814,0.723,0.829,0.808,0.882,9e-06,40,0,,,,
rf,random,0.888,0.887,0.887,0.888,0.061,0.061,0.061,0.061,14.11,0.203,0.779,0.665,0.778,0.745,0.855,1.6e-05,40,0,,,,
svc,random,0.825,0.818,0.818,0.825,0.145,0.151,0.151,0.145,6.159,0.005,0.78,0.733,0.847,0.835,0.844,7e-06,40,0,,,,
logreg,random,0.862,0.859,0.859,0.862,0.127,0.131,0.131,0.127,7.3,0.006,0.78,0.699,0.814,0.792,0.846,0.0,40,0,,,,
mlp,random,0.738,0.728,0.728,0.738,0.047,0.057,0.057,0.047,4.002,0.108,0.752,0.662,0.784,0.754,0.825,2.9e-05,40,0,,,,
xgb,k-means,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,5.061,0.023,0.813,0.8,0.893,0.891,0.813,2e-06,40,0,820.9596164226532,0,6.767761774983526e-07,0.001405954360961914
rf,k-means,0.962,0.962,0.962,0.962,0.05,0.051,0.051,0.05,16.466,0.431,0.767,0.715,0.834,0.819,0.856,2.9e-05,40,0,820.9596164226532,0,6.767761774983526e-07,0.001405954360961914
svc,k-means,0.938,0.937,0.937,0.938,0.04,0.04,0.04,0.04,4.497,0.003,0.821,0.774,0.872,0.863,0.893,6e-06,40,0,820.9596164226532,0,6.767761774983526e-07,0.001405954360961914
logreg,k-means,0.95,0.95,0.95,0.95,0.025,0.025,0.025,0.025,6.896,0.01,0.834,0.794,0.885,0.878,0.902,0.0,40,0,820.9596164226532,0,6.767761774983526e-07,0.001405954360961914
mlp,k-means,0.862,0.862,0.862,0.862,0.083,0.083,0.083,0.083,8.764,0.161,0.798,0.726,0.836,0.818,0.873,2.3e-05,40,0,820.9596164226532,0,6.767761774983526e-07,0.001405954360961914
xgb,ag,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.325,0.058,0.829,0.803,0.892,0.888,0.875,3.8e-05,40,0,820.9596164226532,0,6.767761774983526e-07,0.00203704833984375
rf,ag,0.975,0.975,0.975,0.975,0.031,0.031,0.031,0.031,16.243,0.317,0.813,0.762,0.864,0.853,0.881,2.1e-05,40,0,820.9596164226532,0,6.767761774983526e-07,0.00203704833984375
svc,ag,0.925,0.924,0.924,0.925,0.025,0.026,0.026,0.025,6.404,0.002,0.791,0.696,0.809,0.783,0.87,5e-06,40,0,820.9596164226532,0,6.767761774983526e-07,0.00203704833984375
logreg,ag,0.95,0.95,0.95,0.95,0.047,0.047,0.047,0.047,6.823,0.007,0.813,0.725,0.831,0.81,0.882,1e-06,40,0,820.9596164226532,0,6.767761774983526e-07,0.00203704833984375
mlp,ag,0.862,0.862,0.862,0.862,0.047,0.047,0.047,0.047,6.652,0.126,0.764,0.653,0.769,0.734,0.854,5.5e-05,40,0,820.9596164226532,0,6.767761774983526e-07,0.00203704833984375
xgb,k_center,0.738,0.735,0.735,0.738,0.121,0.124,0.124,0.121,7.558,0.042,0.732,0.647,0.774,0.743,0.785,7e-06,40,0,820.9596164226532,0,6.767761774983526e-07,0.0013551712036132812
rf,k_center,0.675,0.67,0.67,0.675,0.1,0.099,0.099,0.1,15.633,0.103,0.676,0.563,0.686,0.636,0.778,1e-05,40,0,820.9596164226532,0,6.767761774983526e-07,0.0013551712036132812
svc,k_center,0.562,0.52,0.52,0.562,0.068,0.08,0.08,0.068,6.984,0.004,0.563,0.275,0.261,0.276,0.295,1e-05,40,0,820.9596164226532,0,6.767761774983526e-07,0.0013551712036132812
logreg,k_center,0.512,0.505,0.505,0.512,0.092,0.093,0.093,0.092,7.083,0.006,0.574,0.327,0.345,0.328,0.674,0.0,40,0,820.9596164226532,0,6.767761774983526e-07,0.0013551712036132812
mlp,k_center,0.425,0.414,0.414,0.425,0.108,0.114,0.114,0.108,8.63,0.185,0.577,0.324,0.339,0.324,0.638,2.7e-05,40,0,820.9596164226532,0,6.767761774983526e-07,0.0013551712036132812
xgb,craig,0.802,0.784,0.788,0.8,0.132,0.146,0.146,0.127,4.316,0.02,0.548,0.491,0.644,0.587,0.562,1.3e-05,40,0,820.9596164226532,0,6.767761774983526e-07,0.0013511180877685547
rf,craig,0.622,0.588,0.585,0.6,0.095,0.095,0.095,0.094,15.263,0.216,0.542,0.438,0.552,0.487,0.553,1.5e-05,40,0,820.9596164226532,0,6.767761774983526e-07,0.0013511180877685547
svc,craig,0.698,0.685,0.691,0.7,0.125,0.136,0.136,0.127,6.955,0.003,0.565,0.505,0.658,0.604,0.556,6e-06,40,0,820.9596164226532,0,6.767761774983526e-07,0.0013511180877685547
logreg,craig,0.697,0.675,0.679,0.7,0.148,0.161,0.166,0.15,7.057,0.007,0.623,0.518,0.643,0.586,0.67,1e-06,40,0,820.9596164226532,0,6.767761774983526e-07,0.0013511180877685547
mlp,craig,0.61,0.6,0.612,0.625,0.077,0.087,0.09,0.079,7.6,0.03,0.582,0.494,0.627,0.568,0.617,5.3e-05,40,0,820.9596164226532,0,6.767761774983526e-07,0.0013511180877685547
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,16.327,0.022,0.175,0.104,0.116,0.105,0.117,1.7e-05,40,0,820.9596164226532,0,6.767761774983526e-07,0.0016562938690185547
rf,lc,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,16.914,0.443,0.208,0.141,0.17,0.143,0.119,3.5e-05,40,0,820.9596164226532,0,6.767761774983526e-07,0.0016562938690185547
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.23,0.003,0.311,0.291,0.413,0.335,0.206,3e-06,40,0,820.9596164226532,0,6.767761774983526e-07,0.0016562938690185547
logreg,lc,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,7.416,0.006,0.308,0.304,0.446,0.365,0.273,1e-06,40,0,820.9596164226532,0,6.767761774983526e-07,0.0016562938690185547
mlp,lc,0.962,0.962,0.962,0.962,0.031,0.031,0.031,0.031,8.242,0.129,0.338,0.316,0.447,0.369,0.304,3.5e-05,40,0,820.9596164226532,0,6.767761774983526e-07,0.0016562938690185547
xgb,random,0.862,0.862,0.862,0.862,0.155,0.156,0.156,0.155,7.196,0.017,0.817,0.797,0.89,0.886,0.881,3.8e-05,40,1,,,,
rf,random,0.825,0.825,0.825,0.825,0.092,0.092,0.092,0.092,14.333,0.466,0.821,0.739,0.842,0.824,0.878,3.5e-05,40,1,,,,
svc,random,0.812,0.812,0.812,0.812,0.119,0.118,0.118,0.119,4.529,0.007,0.785,0.69,0.803,0.777,0.848,1e-05,40,1,,,,
logreg,random,0.838,0.837,0.837,0.838,0.102,0.102,0.102,0.102,6.48,0.006,0.813,0.738,0.843,0.826,0.865,1e-06,40,1,,,,
mlp,random,0.738,0.735,0.735,0.738,0.108,0.107,0.107,0.108,5.947,0.666,0.737,0.62,0.738,0.697,0.821,7.3e-05,40,1,,,,
xgb,k-means,0.938,0.937,0.937,0.938,0.056,0.056,0.056,0.056,7.723,0.042,0.83,0.793,0.885,0.878,0.898,2.2e-05,40,1,993.6815633773804,0,7.453346785268365e-07,0.0029892921447753906
rf,k-means,0.888,0.887,0.887,0.888,0.025,0.025,0.025,0.025,18.129,0.271,0.777,0.68,0.795,0.767,0.861,1.9e-05,40,1,993.6815633773804,0,7.453346785268365e-07,0.0029892921447753906
svc,k-means,0.838,0.837,0.837,0.838,0.075,0.076,0.076,0.075,7.286,0.005,0.736,0.629,0.75,0.712,0.824,6e-06,40,1,993.6815633773804,0,7.453346785268365e-07,0.0029892921447753906
logreg,k-means,0.838,0.836,0.836,0.838,0.085,0.085,0.085,0.085,4.995,0.007,0.745,0.606,0.716,0.671,0.823,0.0,40,1,993.6815633773804,0,7.453346785268365e-07,0.0029892921447753906
mlp,k-means,0.812,0.812,0.812,0.812,0.056,0.055,0.055,0.056,6.941,0.105,0.709,0.586,0.704,0.657,0.775,4.5e-05,40,1,993.6815633773804,0,7.453346785268365e-07,0.0029892921447753906
xgb,ag,0.938,0.937,0.937,0.938,0.068,0.069,0.069,0.068,4.328,0.043,0.833,0.8,0.889,0.884,0.873,3e-06,40,1,993.6815633773804,0,7.453346785268365e-07,0.001622915267944336
rf,ag,0.888,0.887,0.887,0.888,0.047,0.047,0.047,0.047,14.858,0.256,0.8,0.704,0.814,0.789,0.863,1.5e-05,40,1,993.6815633773804,0,7.453346785268365e-07,0.001622915267944336
svc,ag,0.825,0.823,0.823,0.825,0.025,0.026,0.026,0.025,6.645,0.006,0.737,0.599,0.711,0.664,0.815,6e-06,40,1,993.6815633773804,0,7.453346785268365e-07,0.001622915267944336
logreg,ag,0.762,0.758,0.758,0.762,0.047,0.048,0.048,0.047,3.873,0.005,0.739,0.613,0.728,0.685,0.806,0.0,40,1,993.6815633773804,0,7.453346785268365e-07,0.001622915267944336
mlp,ag,0.638,0.628,0.628,0.638,0.16,0.163,0.163,0.16,7.568,0.171,0.714,0.593,0.711,0.665,0.801,1.2e-05,40,1,993.6815633773804,0,7.453346785268365e-07,0.001622915267944336
xgb,k_center,0.688,0.683,0.683,0.688,0.119,0.12,0.12,0.119,4.284,0.027,0.735,0.704,0.834,0.823,0.771,1.8e-05,40,1,993.6815633773804,0,7.453346785268365e-07,0.0015249252319335938
rf,k_center,0.55,0.547,0.547,0.55,0.115,0.116,0.116,0.115,13.95,0.162,0.763,0.649,0.765,0.729,0.843,1.3e-05,40,1,993.6815633773804,0,7.453346785268365e-07,0.0015249252319335938
svc,k_center,0.55,0.537,0.537,0.55,0.108,0.101,0.101,0.108,6.679,0.004,0.566,0.291,0.288,0.291,0.316,9e-06,40,1,993.6815633773804,0,7.453346785268365e-07,0.0015249252319335938
logreg,k_center,0.575,0.567,0.567,0.575,0.047,0.044,0.044,0.047,3.898,0.006,0.542,0.27,0.26,0.27,0.65,1e-06,40,1,993.6815633773804,0,7.453346785268365e-07,0.0015249252319335938
mlp,k_center,0.538,0.526,0.526,0.538,0.075,0.075,0.075,0.075,7.156,0.022,0.597,0.38,0.426,0.387,0.659,3.1e-05,40,1,993.6815633773804,0,7.453346785268365e-07,0.0015249252319335938
xgb,craig,0.493,0.463,0.494,0.525,0.068,0.076,0.07,0.094,4.409,0.028,0.486,0.135,0.047,0.153,0.509,5e-06,40,1,993.6815633773804,0,7.453346785268365e-07,0.0013914108276367188
rf,craig,0.5,0.483,0.493,0.5,0.094,0.103,0.114,0.112,14.013,0.364,0.49,0.142,0.058,0.159,0.528,4.4e-05,40,1,993.6815633773804,0,7.453346785268365e-07,0.0013914108276367188
svc,craig,0.545,0.526,0.54,0.55,0.126,0.122,0.12,0.127,5.225,0.002,0.67,0.578,0.711,0.666,0.257,5e-06,40,1,993.6815633773804,0,7.453346785268365e-07,0.0013914108276367188
logreg,craig,0.545,0.523,0.539,0.55,0.073,0.06,0.052,0.061,6.541,0.008,0.544,0.374,0.438,0.388,0.569,0.0,40,1,993.6815633773804,0,7.453346785268365e-07,0.0013914108276367188
mlp,craig,0.473,0.434,0.462,0.5,0.148,0.162,0.156,0.137,6.609,0.058,0.526,0.316,0.346,0.319,0.557,8.1e-05,40,1,993.6815633773804,0,7.453346785268365e-07,0.0013914108276367188
xgb,lc,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,21.615,0.021,0.242,0.1,0.078,0.101,0.105,3e-06,40,1,993.6815633773804,0,7.453346785268365e-07,0.003957509994506836
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.663,0.257,0.174,0.112,0.131,0.113,0.11,2.4e-05,40,1,993.6815633773804,0,7.453346785268365e-07,0.003957509994506836
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.076,0.004,0.437,0.433,0.712,0.721,0.193,9e-06,40,1,993.6815633773804,0,7.453346785268365e-07,0.003957509994506836
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.426,0.005,0.374,0.39,0.643,0.61,0.27,1e-06,40,1,993.6815633773804,0,7.453346785268365e-07,0.003957509994506836
mlp,lc,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,7.068,0.151,0.349,0.372,0.603,0.55,0.293,1.8e-05,40,1,993.6815633773804,0,7.453346785268365e-07,0.003957509994506836
xgb,random,0.862,0.86,0.86,0.862,0.047,0.048,0.048,0.047,4.604,0.052,0.806,0.716,0.824,0.802,0.877,1.4e-05,40,2,,,,
rf,random,0.85,0.85,0.85,0.85,0.075,0.075,0.075,0.075,13.161,0.174,0.779,0.681,0.795,0.767,0.857,1.8e-05,40,2,,,,
svc,random,0.788,0.781,0.781,0.788,0.075,0.08,0.08,0.075,7.134,0.003,0.758,0.666,0.786,0.757,0.837,8e-06,40,2,,,,
logreg,random,0.8,0.797,0.797,0.8,0.073,0.077,0.077,0.073,7.211,0.007,0.793,0.728,0.839,0.823,0.866,0.0,40,2,,,,
mlp,random,0.788,0.78,0.78,0.788,0.094,0.102,0.102,0.094,7.288,0.611,0.789,0.691,0.804,0.777,0.857,4.5e-05,40,2,,,,
xgb,k-means,0.975,0.975,0.975,0.975,0.05,0.05,0.05,0.05,7.288,0.044,0.833,0.803,0.892,0.887,0.884,7e-06,40,2,1467.4507100582123,0,7.005385410638503e-07,0.0013914108276367188
rf,k-means,0.938,0.937,0.937,0.938,0.079,0.08,0.08,0.079,10.69,0.15,0.8,0.72,0.829,0.809,0.862,9e-06,40,2,1467.4507100582123,0,7.005385410638503e-07,0.0013914108276367188
svc,k-means,0.862,0.861,0.861,0.862,0.073,0.074,0.074,0.073,5.113,0.003,0.809,0.757,0.861,0.85,0.875,6e-06,40,2,1467.4507100582123,0,7.005385410638503e-07,0.0013914108276367188
logreg,k-means,0.95,0.95,0.95,0.95,0.047,0.047,0.047,0.047,7.096,0.016,0.814,0.776,0.874,0.867,0.867,0.0,40,2,1467.4507100582123,0,7.005385410638503e-07,0.0013914108276367188
mlp,k-means,0.825,0.824,0.824,0.825,0.092,0.093,0.093,0.092,4.585,0.144,0.776,0.7,0.817,0.796,0.863,4.4e-05,40,2,1467.4507100582123,0,7.005385410638503e-07,0.0013914108276367188
xgb,ag,0.988,0.987,0.987,0.988,0.025,0.025,0.025,0.025,4.154,0.097,0.831,0.8,0.89,0.885,0.871,1.7e-05,40,2,1467.4507100582123,0,7.005385410638503e-07,0.0015537738800048828
rf,ag,0.925,0.924,0.924,0.925,0.061,0.062,0.062,0.061,16.606,0.507,0.771,0.713,0.831,0.815,0.856,2.9e-05,40,2,1467.4507100582123,0,7.005385410638503e-07,0.0015537738800048828
svc,ag,0.85,0.848,0.848,0.85,0.075,0.077,0.077,0.075,7.031,0.005,0.795,0.744,0.853,0.841,0.868,6e-06,40,2,1467.4507100582123,0,7.005385410638503e-07,0.0015537738800048828
logreg,ag,0.862,0.861,0.861,0.862,0.047,0.047,0.047,0.047,7.132,0.014,0.785,0.714,0.828,0.809,0.87,0.0,40,2,1467.4507100582123,0,7.005385410638503e-07,0.0015537738800048828
mlp,ag,0.8,0.798,0.798,0.8,0.073,0.073,0.073,0.073,4.052,0.099,0.757,0.665,0.785,0.756,0.843,2.1e-05,40,2,1467.4507100582123,0,7.005385410638503e-07,0.0015537738800048828
xgb,k_center,0.7,0.697,0.697,0.7,0.073,0.075,0.075,0.073,7.481,0.012,0.802,0.771,0.873,0.867,0.836,1.5e-05,40,2,1467.4507100582123,0,7.005385410638503e-07,0.0013315677642822266
rf,k_center,0.65,0.649,0.649,0.65,0.064,0.064,0.064,0.064,14.938,0.251,0.761,0.665,0.784,0.754,0.84,1.7e-05,40,2,1467.4507100582123,0,7.005385410638503e-07,0.0013315677642822266
svc,k_center,0.55,0.537,0.537,0.55,0.073,0.082,0.082,0.073,7.071,0.006,0.54,0.277,0.273,0.277,0.43,9e-06,40,2,1467.4507100582123,0,7.005385410638503e-07,0.0013315677642822266
logreg,k_center,0.562,0.549,0.549,0.562,0.088,0.106,0.106,0.088,6.948,0.005,0.509,0.217,0.181,0.221,0.606,0.0,40,2,1467.4507100582123,0,7.005385410638503e-07,0.0013315677642822266
